gene_symbol,colors,ens_gene_human,habu_gene_id,habu_target_id,gene_id,SRR41,SRR42,SRR43,SRR44,SRR45,SRR46,SRR47,SRR48,SRR49,SRR50,SRR51,SRR52,SRR53,Pm_3,Pm_4,Pm_6,Pm_7,Pm_8,Pm_9,Pm_10,Pm_11,Pm_12,Pm_14,Pm_16,Pm_17,Pm_18
TDRD9,lightyellow,ENSG00000156414,107289883,XM_029284634.1,122402,15,18,8,5,14,9,15,10,12,11,28,24,8,27,6,5,1,6,1,7,11,3,0,0,20,1
ISCA2,turquoise,ENSG00000165898,107293068,XM_015822201.1,122961,114,136,104,124,121,135,132,125,134,119,156,140,149,17,33,25,47,33,2,35,30,27,24,31,43,17
DEGS2,darkgrey,ENSG00000168350,107291367,XM_015820367.1,123099,114,80,37,48,83,72,66,141,81,53,60,70,183,272,380,267,170,259,391,351,457,285,229,174,338,132
MTFMT,turquoise,ENSG00000103707,107290298,XM_015819166.2,123263,126,102,90,103,120,117,132,129,109,94,116,118,153,19,22,17,33,23,22,35,44,28,16,23,31,15
C17orf49,greenyellow,ENSG00000258315,107285029,XM_015813170.1,124944,160,107,102,73,95,101,106,101,106,74,115,111,153,0,0,0,0,0,0,0,1,0,0,1,1,0
TBC1D16,grey60,ENSG00000167291,107288766,XM_029284423.1,125058,1788,2803,1774,1633,2261,1932,2409,1443,1451,1178,1953,1613,2204,113,504,383,349,109,367,47,78,173,86,352,208,227
GJD3,green,ENSG00000183153,107303116,XM_015832313.1,125111,33,32,16,40,24,25,54,13,32,28,16,33,42,0,0,0,0,2,0,0,0,0,0,0,0,0
FAM210A,turquoise,ENSG00000177150,107290081,XM_015818927.1,125228,158,106,103,136,113,118,108,120,113,113,125,122,149,126,90,61,117,104,80,91,93,111,44,39,93,67
TTC39C,darkgreen,ENSG00000168234,107292700,XM_015821847.1,125488,801,232,241,384,242,323,285,866,332,228,291,330,935,81,80,71,159,49,172,74,88,157,58,64,113,57
ALDH16A1,magenta,ENSG00000161618,107282492,XM_029283032.1,126133,200,176,139,131,163,204,218,151,190,156,184,164,211,752,297,204,278,280,298,169,183,372,261,318,240,352
KDF1,turquoise,ENSG00000175707,107289894,XM_015818717.1,126695,85,133,113,108,130,124,125,101,101,66,118,120,105,73,84,49,89,41,78,59,70,54,39,60,87,42
CCSAP,blue,ENSG00000154429,107295103,XM_015824397.1,126731,451,805,437,503,491,470,368,309,251,526,532,547,590,1,2,3,2,6,3,3,1,1,10,2,1,1
ATP6V1G3,magenta,ENSG00000151418,107287604,XM_015816130.1,127124,0,0,1,0,0,1,0,1,0,0,0,0,4,575,2830,2291,1164,496,2721,1045,455,3478,1175,1835,1408,2623
MYOM3,brown,ENSG00000142661,107290753,XM_015819663.1,127294,111,103,67,70,85,85,140,106,81,67,102,76,132,1,4,4,2,2,1,11,4,1,5,3,1,0
LRRC39,blue,ENSG00000122477,107302493,XM_015831601.1,127495,11,15,22,12,26,23,21,4,20,30,16,16,27,9,22,19,9,23,18,24,16,7,20,10,19,8
KLHDC7A,turquoise,ENSG00000179023,107297039,XM_015826396.1,127707,89,10,13,11,20,23,23,155,34,26,31,20,41,17,148,41,76,28,38,14,11,29,20,43,18,41
EDARADD,midnightblue,ENSG00000186197,107293649,XM_015822807.1,128178,15,9,15,5,12,27,15,7,11,17,8,6,25,17,5,6,3,2,4,5,13,11,15,3,12,9
TMEM125,magenta,ENSG00000179178,107283456,XM_015811374.1,128218,328,328,253,420,357,384,304,520,360,290,359,294,378,167,519,452,211,87,254,104,206,231,119,277,118,366
ANKRD54,magenta,ENSG00000100124,107288628,XM_015817266.1,129138,176,253,254,272,230,244,270,133,195,162,273,213,174,464,514,426,158,202,246,556,477,302,251,318,344,312
MBOAT2,magenta,ENSG00000143797,107287632,XM_015816156.1,129642,233,137,162,251,206,205,222,85,237,231,176,171,210,489,1036,2231,974,459,901,545,472,1538,566,1037,967,1297
C2orf76,turquoise,ENSG00000186132,107297604,XM_015826965.2,130355,45,51,36,43,48,25,42,37,34,35,42,38,43,31,20,16,91,23,8,19,28,6,28,37,5,3
UBR3,magenta,ENSG00000144357,107290307,XM_015819177.2,130507,1542,1747,1286,1397,1560,1106,1272,1380,1095,1264,1317,1351,1841,984,1401,948,321,1102,646,1193,1136,1023,735,686,769,567
ZFAND2B,cyan,ENSG00000158552,107298010,XM_015827373.1,130617,168,139,161,115,156,126,135,112,128,81,121,114,148,227,175,204,119,115,195,145,206,131,121,74,164,90
DNAJC19,turquoise,ENSG00000205981,107296733,XM_015826088.1,131118,213,242,204,242,186,244,172,237,260,274,278,251,261,247,253,194,331,252,129,203,256,350,218,184,224,147
LSMEM2,yellow,ENSG00000179564,107288721,XM_015817364.1,132228,5,15,4,3,16,20,8,2,16,4,8,8,16,50,139,33,46,49,35,104,49,55,91,43,52,37
SCLT1,cyan,ENSG00000151466,107289949,XM_015818777.1,132320,289,208,180,163,184,207,166,210,206,180,214,254,220,309,368,291,140,249,359,222,313,406,253,219,307,157
PACRGL,brown,ENSG00000163138,107296071,XM_029285972.1,133015,252,215,177,233,169,212,181,266,240,208,209,216,290,6,3,6,2,0,5,4,2,4,4,3,2,3
PRRC1,magenta,ENSG00000164244,107296026,XM_015825366.1,133619,1303,951,1002,762,1124,760,831,1784,708,627,834,887,1485,433,703,450,206,215,405,149,213,460,123,282,390,341
UBE2QL1,turquoise,ENSG00000215218,107289985,XM_015818819.1,134111,6,18,14,14,22,11,24,17,2,7,10,7,15,17,401,310,684,26,436,49,19,509,142,308,326,289
LSM11,turquoise,ENSG00000155858,107302948,XM_029287335.1,134353,148,137,124,140,116,115,139,113,126,115,140,132,123,29,36,17,21,15,21,27,31,30,23,13,27,12
SDHAF4,lightcyan,ENSG00000154079,107295987,XM_015825322.1,135154,75,56,59,67,85,76,68,73,62,59,87,79,75,261,304,277,173,395,166,428,438,208,214,274,314,137
SVOPL,brown,ENSG00000157703,107291332,XM_029284918.1,136306,141,50,18,37,60,61,62,100,35,79,67,65,154,9,2,7,4,4,7,10,11,4,1,3,8,1
ASZ1,magenta,ENSG00000154438,107285374,XM_015813555.1,136991,16,18,5,9,15,16,19,8,6,10,10,17,12,7,4,37,5,14,25,7,68,16,24,26,24,37
ADHFE1,blue,ENSG00000147576,107295111,XM_015824407.2,137872,169,307,321,241,271,240,259,190,184,188,236,185,283,2,46,50,4,4,2,4,11,1,14,27,16,26
GPAT4,brown,ENSG00000158669,107287948,XM_015816517.1,137964,996,610,545,550,731,804,616,898,910,488,693,778,1090,83,123,52,55,42,30,37,61,27,26,46,24,49
FUNDC1,purple,ENSG00000069509,107286488,XM_015814862.1,139341,91,83,90,212,56,125,59,140,113,117,174,197,147,244,377,201,116,276,146,314,400,231,203,117,346,105
SELENOM,turquoise,ENSG00000198832,107285463,XM_015813647.1,140606,694,453,319,337,400,469,280,746,361,279,386,366,909,532,4758,5411,11642,376,2998,577,257,6173,3887,7260,4772,9697
TRPM6,tan,ENSG00000119121,107286166,XM_015814473.1,140803,61,198,147,169,140,57,117,17,186,116,140,85,54,2,4,10,4,1,1,12,7,4,4,9,4,0
NANP,darkturquoise,ENSG00000170191,107287482,XM_015816003.2,140838,80,49,47,51,37,53,43,111,70,58,46,67,123,190,85,179,65,161,37,271,82,138,126,69,153,49
RBBP8NL,turquoise,ENSG00000130701,107296203,XM_029286005.1,140893,103,120,105,81,111,122,140,89,61,65,174,67,184,102,162,124,146,37,113,58,143,94,50,81,62,88
FGFBP3,blue,ENSG00000174721,107293538,XM_015822691.1,143282,11,23,17,22,26,26,26,15,13,17,27,21,18,2,0,1,0,0,1,1,1,0,0,0,1,0
LDLRAD3,tan,ENSG00000179241,107292026,XM_015821086.2,143458,322,721,639,671,544,700,490,344,570,379,523,518,431,5,3,3,0,3,0,8,4,1,4,2,3,2
ETFRF1,turquoise,ENSG00000205707,107295637,XM_015824952.1,144363,162,166,177,191,169,125,131,157,151,158,174,182,197,22,133,107,245,83,79,59,77,96,74,52,127,27
GLT1D1,turquoise,ENSG00000151948,107294381,XM_015823614.1,144423,7,1,2,6,4,2,1,0,8,2,2,2,4,119,105,118,181,105,78,78,142,130,67,57,146,65
PRIMA1,blue,ENSG00000175785,107287211,XM_015815693.1,145270,10,29,9,15,32,19,13,11,27,5,30,11,6,30,30,12,14,35,13,45,30,15,22,17,26,26
MIPOL1,black,ENSG00000151338,107288844,XM_015817498.2,145282,1840,1943,1509,1703,1768,1828,1929,1844,1193,1350,1541,1607,2139,71,55,35,29,49,40,26,97,44,38,40,61,22
TTC7B,black,ENSG00000165914,107297248,XM_015826614.2,145567,986,1381,907,842,1328,1007,1184,1048,733,678,1095,886,1246,1,0,0,0,0,0,0,0,0,0,0,1,0
LYSMD4,blue,ENSG00000183060,107283869,XM_015811845.1,145748,106,632,497,331,397,197,408,273,271,133,406,374,149,585,609,322,198,279,197,396,443,426,254,357,352,261
CMTM4,brown,ENSG00000183723,107288889,XM_015817551.1,146223,1343,1238,657,1059,1196,1131,1110,1406,1197,1021,1269,1239,1945,1,1,0,1,0,1,0,2,2,0,0,2,0
B3GNTL1,magenta,ENSG00000175711,107282433,XM_015810214.1,146712,87,101,40,45,85,93,68,53,60,50,57,90,104,182,209,697,167,131,416,158,179,576,335,236,297,206
PIK3R6,yellow,ENSG00000276231,107286775,XM_015815198.1,146850,37,4,7,8,3,20,19,3,4,7,3,9,6,55,152,167,48,158,30,114,69,71,173,86,46,120
C18orf25,brown,ENSG00000152242,107298476,XM_015827854.1,147339,463,382,303,312,406,362,330,407,359,271,396,418,483,5,3,2,3,4,0,2,0,0,0,2,0,0
KLC3,tan,ENSG00000104892,107291635,XM_029284980.1,147700,80,112,93,113,105,119,101,43,94,81,108,93,80,1,1,2,2,2,2,0,1,1,0,0,1,2
DPY19L3,brown,ENSG00000178904,107291109,XM_015820071.1,147991,1673,613,496,620,572,634,575,2410,511,543,732,653,2061,81,135,71,51,71,93,83,111,69,54,37,94,59
C19orf25,tan,ENSG00000119559,107282883,XM_015810718.1,148223,247,273,231,269,303,275,320,212,261,242,340,284,273,7,4,3,7,2,0,1,2,4,4,3,5,4
CIART,turquoise,ENSG00000159208,107289932,XM_015818759.2,148523,63,67,125,68,158,143,78,66,97,111,213,197,162,48,23,14,60,29,19,26,29,11,40,15,11,14
PM20D1,turquoise,ENSG00000162877,107295083,XM_015824376.2,148811,3,37,8,3,18,27,7,5,4,27,22,47,25,112,38,39,52,50,53,37,95,96,50,33,54,53
SLC30A7,magenta,ENSG00000162695,107302498,XM_015831605.1,148867,1512,605,549,615,680,700,564,1992,867,534,558,767,1718,1960,2754,1676,800,561,1760,678,927,2077,627,1061,932,1435
COMMD7,turquoise,ENSG00000149600,107299514,XM_015828874.1,149951,151,153,152,135,182,137,174,122,119,98,156,125,184,216,88,68,90,95,60,151,128,131,70,88,141,94
IGSF5,brown,ENSG00000183067,107292363,XM_029285137.1,150084,80,61,30,42,42,42,46,63,46,40,53,36,92,0,4,0,0,3,0,1,3,0,0,0,0,0
YDJC,magenta,ENSG00000161179,107293422,XM_015822573.1,150223,57,83,70,69,75,85,57,65,55,54,95,81,86,121,290,100,34,52,71,61,103,59,88,93,35,142
CCDC117,cyan,ENSG00000159873,107287311,XM_015815810.2,150275,505,548,471,473,473,485,410,548,562,422,470,517,588,60,61,32,30,76,58,82,54,48,44,34,67,23
TTL,turquoise,ENSG00000114999,107296307,XM_015825654.1,150465,677,426,321,442,441,514,444,464,441,365,464,440,560,13,13,12,19,7,13,7,6,8,3,10,13,13
FAM117B,cyan,ENSG00000138439,107290701,XM_015819604.2,150864,173,185,150,132,226,207,177,141,160,163,194,262,231,56,69,45,42,25,91,36,63,55,42,31,54,16
METTL21A,turquoise,ENSG00000144401,107295641,XM_015824960.1,151194,608,646,373,444,612,503,570,583,436,438,463,569,736,765,506,511,481,540,530,627,631,471,391,347,601,305
SLC23A3,white,ENSG00000213901,107291497,XM_015820495.1,151295,30,10,11,21,9,18,12,14,38,15,24,27,26,2,0,0,1,3,0,3,0,1,2,1,0,3
LRATD1,blue,ENSG00000162981,107290936,XM_015819880.2,151354,315,906,597,450,747,693,770,226,343,440,551,610,224,6,24,6,9,0,15,5,8,14,3,5,4,2
UPP2,tan,ENSG00000007001,107291528,XM_029284955.1,151531,29,131,109,233,106,116,106,41,119,84,262,180,57,2,1,2,2,0,0,3,2,0,2,0,1,0
PPM1L,turquoise,ENSG00000163590,107302698,XM_015831838.1,151742,1612,2262,1846,2059,2231,1674,1804,1668,1928,1680,1840,1965,2533,1094,808,947,634,1248,575,765,980,845,761,411,751,393
CMTM8,magenta,ENSG00000170293,107284382,XM_015812426.1,152189,78,24,15,29,14,34,20,148,42,36,35,38,198,168,217,294,70,129,124,111,131,284,103,240,78,202
ZNF827,blue,ENSG00000151612,107286199,XM_015814519.1,152485,799,3334,2046,1477,2581,1626,1982,751,1442,1262,1848,1597,1166,55,67,35,32,22,13,42,34,22,39,47,17,33
NFXL1,turquoise,ENSG00000170448,107292119,XM_015821177.1,152518,245,209,196,254,266,245,196,228,193,149,180,210,237,102,126,105,138,74,152,65,83,107,42,65,138,95
PPM1K,brown,ENSG00000163644,107290996,XM_015819946.1,152926,767,615,405,528,691,557,564,1130,648,527,619,705,1130,16,11,3,8,11,13,6,7,11,4,20,9,14
SLC25A48,blue,ENSG00000145832,107293994,XM_015823187.1,153328,28,141,47,54,114,62,42,35,37,28,49,50,49,1,5,9,0,1,0,1,0,0,1,3,0,0
TMEM167A,darkgreen,ENSG00000174695,107282197,XM_015809950.1,153339,1348,788,505,574,754,706,541,1614,641,752,647,801,1548,533,482,343,325,316,298,438,409,511,275,316,304,246
TMEM161B,darkgrey,ENSG00000164180,107287614,XM_015816136.1,153396,553,501,428,491,440,521,395,569,424,456,521,480,614,129,132,77,48,114,171,99,149,129,66,73,79,72
RNF217,greenyellow,ENSG00000146373,107292531,XM_015821628.1,154214,638,414,377,417,392,497,419,422,563,465,548,513,606,4,2,1,3,0,0,3,1,2,2,2,1,1
LRATD2,brown,ENSG00000168672,107297959,XM_015827324.1,157638,1538,1902,1482,1858,1878,1649,2318,2242,1657,1457,2048,1653,2565,26,22,9,10,7,13,7,13,10,5,5,7,11
VPS13B,magenta,ENSG00000132549,107285252,XM_015813428.1,157680,1694,1318,1063,1190,1148,1385,1021,1225,1154,1010,1268,1435,1688,342,251,194,89,139,163,264,263,193,108,108,167,132
TDRP,turquoise,ENSG00000180190,107284579,XM_015812657.1,157695,115,94,45,15,87,3,59,68,84,117,125,40,69,94,106,175,167,38,87,71,85,81,44,53,64,59
RASEF,brown,ENSG00000165105,107284440,XM_015812497.1,158158,1553,1404,872,1133,1169,1172,1037,2065,1026,861,1215,1148,1950,14,61,85,47,16,62,33,21,42,24,58,48,75
TTC39B,magenta,ENSG00000155158,107291081,XM_015820037.2,158219,383,341,229,220,302,342,276,286,407,260,271,258,325,1460,1484,1389,216,276,306,356,689,471,253,251,343,181
TSTD2,magenta,ENSG00000136925,107297554,XM_015826914.1,158427,262,288,250,232,314,272,211,215,264,186,240,280,229,468,397,285,121,86,234,136,205,213,137,98,190,140
MOSPD2,cyan,ENSG00000130150,107290064,XM_015818908.1,158747,222,134,158,292,150,143,151,134,171,102,155,218,177,86,64,85,82,61,138,67,154,169,60,71,139,49
SLC5A12,black,ENSG00000148942,107286940,XM_015815387.1,159963,57,77,42,49,70,51,75,62,57,59,58,59,64,2,8,0,0,0,0,7,0,0,0,1,1,0
C11orf65,magenta,ENSG00000166323,107284889,XM_015813015.1,160140,52,79,39,50,37,42,53,53,45,53,71,68,67,460,717,1158,221,385,486,651,691,1028,393,667,1310,306
C12orf50,black,ENSG00000165805,107283116,XM_029283143.1,160419,618,675,566,630,733,704,862,720,488,435,631,572,761,143,116,38,31,51,84,79,112,69,44,38,68,58
PPTC7,tan,ENSG00000196850,107286978,XM_015815427.1,160760,411,368,310,504,613,418,339,187,510,408,494,478,393,2,6,0,4,7,0,0,1,0,3,1,1,2
TMEM30B,turquoise,ENSG00000182107,107293770,XM_015822947.1,161291,460,622,477,519,576,484,509,624,476,355,462,431,713,2,12,10,42,4,7,6,2,5,1,13,9,8
MFSD6L,magenta,ENSG00000185156,107286774,XM_015815197.1,162387,139,157,117,124,86,109,119,174,123,106,139,102,187,150,380,299,114,109,101,184,195,185,122,194,137,176
DEDD2,darkgrey,ENSG00000160570,107296362,XM_015825709.1,162989,173,202,128,165,177,185,217,128,133,140,167,170,182,1469,1508,999,567,1399,1577,1462,1690,888,985,530,1468,520
KANK4,blue,ENSG00000132854,107287071,XM_029284056.1,163782,59,466,310,432,318,352,370,61,174,172,204,280,104,544,187,148,31,179,157,205,179,164,71,73,211,108
SASS6,magenta,ENSG00000156876,107302488,XM_029287238.1,163786,107,90,50,62,66,69,41,69,63,66,67,84,105,183,84,125,108,44,86,50,54,186,72,230,106,111
GPR156,blue,ENSG00000175697,114923300,XM_029286074.1,165829,3,82,24,44,55,21,23,2,24,10,41,3,1,18,14,14,1,24,3,7,14,13,5,9,15,4
BHLHA15,magenta,ENSG00000180535,107291742,XM_015820774.1,168620,333,1454,1064,1105,1376,864,1092,302,516,617,950,1196,443,5,1366,644,95,22,277,11,3,318,171,506,211,1039
BMPER,magenta,ENSG00000164619,107283801,XM_015811756.1,168667,68,86,67,47,68,38,81,32,37,32,47,59,23,18,164,163,74,10,130,15,11,92,93,107,75,100
ZNF800,magenta,ENSG00000048405,107286327,XM_015814678.2,168850,477,386,256,308,294,347,310,342,379,242,295,372,509,309,348,389,177,317,222,298,373,330,106,218,278,128
COMMD6,darkgreen,ENSG00000188243,107303144,XM_029287369.1,170622,259,146,137,156,123,109,114,230,157,150,160,170,202,10,13,24,12,6,11,5,11,12,4,1,7,6
PGAM5,green,ENSG00000247077,107295450,XM_029285846.1,192111,299,322,251,280,281,326,353,262,313,231,338,312,297,18,25,4,7,7,5,13,20,4,6,13,11,13
PAOX,turquoise,ENSG00000148832,107291447,XM_029284941.1,196743,33,67,31,52,40,60,47,31,41,35,56,38,45,35,43,18,45,28,40,33,42,32,18,14,36,18
LDHD,blue,ENSG00000166816,107287375,XM_015815881.1,197257,104,382,371,322,445,310,441,145,276,266,403,238,233,20,23,6,12,21,6,16,23,24,17,10,21,15
ALG14,magenta,ENSG00000172339,107299996,XM_015829344.1,199857,305,328,273,243,279,261,265,289,256,235,254,246,360,105,250,68,24,50,52,42,57,43,35,63,60,102
TXLNA,brown,ENSG00000084652,107283732,XM_029283275.1,200081,932,870,676,687,830,860,660,785,848,541,710,779,975,2,3,5,3,6,4,5,12,7,7,4,7,5
RNF215,white,ENSG00000099999,107288807,XM_015817457.2,200312,147,144,89,117,120,116,131,82,147,81,127,120,162,2,5,1,0,4,1,2,0,0,0,2,1,1
TET3,turquoise,ENSG00000187605,107283256,XM_015811128.2,200424,709,796,419,380,551,633,588,495,522,418,571,515,796,1539,823,596,479,725,540,806,695,571,320,418,525,344
RPL22L1,turquoise,ENSG00000163584,107296423,XM_015825772.1,200916,139,114,88,105,88,118,84,112,134,156,125,131,86,202,316,493,1222,117,415,207,252,562,234,246,399,281
SLC51A,blue,ENSG00000163959,107298123,XM_015827485.1,200931,31,55,46,38,45,48,52,41,47,55,44,35,61,4,0,0,0,0,0,3,1,0,1,2,0,0
FBXO45,brown,ENSG00000174013,107294954,XM_015824229.1,200933,201,119,71,106,117,96,125,162,119,78,104,134,177,27,17,9,6,6,6,5,7,9,6,5,7,6
FLCN,turquoise,ENSG00000154803,107289144,XM_015817839.1,201163,644,515,512,409,518,607,566,474,614,428,624,567,678,38,51,29,46,23,40,70,66,41,33,39,48,17
STT3B,magenta,ENSG00000163527,107284379,XM_015812424.1,201595,2514,1611,959,1548,1298,1456,1034,2071,1410,1516,1321,1530,2270,1031,874,1024,779,663,1897,363,405,3426,833,1602,1171,1548
SMIM14,turquoise,ENSG00000163683,107302795,XM_015831948.1,201895,2120,1869,1247,1532,1438,1496,1423,2774,1824,1422,1499,1729,2928,69,319,430,1058,50,380,91,138,428,190,429,367,352
CCDC125,magenta,ENSG00000183323,107289751,XM_029284613.1,202243,664,498,466,405,452,651,667,646,388,308,390,433,1028,717,871,670,170,418,538,519,633,622,245,222,400,287
NAIF1,turquoise,ENSG00000171169,107296207,XM_015825557.1,203245,72,71,53,84,70,68,71,55,50,58,68,67,70,7,7,5,7,5,1,1,2,2,1,7,2,2
CCDC107,turquoise,ENSG00000159884,107290761,XM_015819673.1,203260,81,84,78,63,86,92,75,87,86,64,83,106,71,191,222,176,197,170,145,272,261,200,169,132,182,109
VMA21,magenta,ENSG00000160131,107292041,XM_015821102.1,203547,561,527,370,374,518,459,393,459,461,375,490,493,607,1121,727,539,321,479,503,720,907,663,421,398,461,363
DIPK2A,brown,ENSG00000181744,107293170,XM_015822313.1,205428,352,224,151,212,174,233,244,295,220,172,241,238,315,269,172,81,70,84,50,134,124,103,40,55,209,44
SENP5,darkgreen,ENSG00000119231,107296239,XM_029286013.1,205564,813,741,536,549,714,668,584,696,620,523,595,695,866,221,155,67,57,71,107,116,113,139,60,155,142,65
FAM241B,magenta,ENSG00000171224,107294848,XM_015824115.1,219738,4,12,16,7,13,18,8,6,20,6,13,10,10,94,82,76,25,78,49,27,59,116,45,36,48,26
TMEM218,brown,ENSG00000150433,107294869,XM_015824134.1,219854,303,198,165,157,156,330,166,964,171,165,222,197,382,60,26,28,16,2,14,31,33,9,7,22,38,14
SMIM13,greenyellow,ENSG00000224531,107283013,XM_015810854.1,221710,156,112,85,75,112,104,98,91,118,64,95,100,146,1,2,0,0,0,0,0,0,0,2,0,0,0
FOXK1,green,ENSG00000164916,107290617,XM_015819516.1,221937,1013,1022,917,1002,1170,1135,1026,450,1045,729,1179,1083,1434,64,72,42,22,53,32,34,30,25,28,42,37,41
TMED4,turquoise,ENSG00000158604,107283278,XM_015811153.2,222068,1313,1628,1381,1083,1512,1074,1323,1478,987,801,1224,1120,1697,1352,1215,702,1122,487,704,567,715,858,445,413,668,636
ZNRF2,magenta,ENSG00000180233,107294005,XM_015823203.1,223082,478,470,317,303,446,330,304,347,345,288,332,316,443,74,61,40,30,35,44,38,35,62,35,24,40,47
ATP6V0D2,magenta,ENSG00000147614,107284959,XM_015813094.1,245972,50,28,40,32,47,30,39,25,36,38,44,32,64,10,18,34,24,7,17,11,7,42,12,19,22,25
RNASEH1,cyan,ENSG00000171865,107294088,XM_015823293.2,246243,364,413,289,267,425,302,288,278,276,271,280,324,357,320,314,580,317,381,561,378,513,487,266,493,675,209
HEPACAM2,brown,ENSG00000188175,107283608,XM_029283266.1,253012,24,8,20,7,15,15,10,59,18,8,5,8,68,6,1,0,1,2,0,4,0,0,2,1,1,0
TECRL,brown,ENSG00000205678,107293133,XM_015822267.1,253017,84,65,56,83,68,79,85,77,77,54,53,96,112,2,2,0,0,1,0,0,0,0,2,0,0,0
SLC25A30,tan,ENSG00000174032,107283213,XM_029283162.1,253512,303,276,228,249,222,283,242,219,272,215,330,296,287,5,8,1,1,4,1,2,0,4,5,3,4,5
UBN2,magenta,ENSG00000157741,107285340,XM_015813516.1,254048,1181,1181,844,1043,1185,971,958,1094,923,830,1047,1044,1378,260,499,178,144,259,165,228,221,156,123,249,243,186
ZDHHC24,blue,ENSG00000174165,107302625,XM_015831743.1,254359,267,305,248,251,312,319,263,205,241,224,294,274,317,53,31,11,17,35,6,30,32,17,16,20,23,17
ZDHHC23,magenta,ENSG00000184307,107288259,XM_015816857.1,254887,205,162,151,208,191,290,150,270,210,242,273,271,310,88,107,71,44,42,52,74,62,67,32,12,80,71
TMEM86B,green,ENSG00000180089,107282455,XM_015810232.1,255043,24,42,11,17,22,28,39,11,22,14,24,24,42,0,0,0,0,0,0,0,0,0,0,1,0,0
LYSMD2,turquoise,ENSG00000140280,107289068,XM_015817793.1,256586,62,30,15,38,22,32,21,41,39,34,29,31,56,29,40,38,174,34,249,44,31,96,40,76,59,50
CATSPERE,magenta,ENSG00000179397,114923401,XM_029286316.1,257044,34,29,21,14,19,25,24,19,22,20,14,20,34,18,45,3,2,2,4,6,18,15,3,10,1,11
ARHGAP30,greenyellow,ENSG00000186517,107295514,XM_029285864.1,257106,222,107,63,81,84,196,91,77,117,113,113,184,152,12,4,3,0,1,2,6,5,3,1,6,3,1
ANKS4B,darkorange,ENSG00000175311,107292102,XM_015821160.1,257629,31,24,16,16,27,19,22,29,23,10,19,20,33,0,0,0,0,0,0,0,0,0,0,0,0,0
BOD1L1,darkgrey,ENSG00000038219,107286560,XM_015814955.2,259282,1321,1312,1018,957,1121,1130,950,997,922,952,1075,1121,1378,6450,5550,5266,2188,6813,4986,6372,6513,4562,3372,2644,6711,2846
MAGI3,darkgreen,ENSG00000081026,107290989,XM_015819938.1,260425,539,672,462,620,595,470,412,617,495,475,535,557,753,50,59,26,25,45,22,63,73,24,25,19,31,15
AQP11,purple,ENSG00000178301,107297923,XM_015827287.1,282679,34,37,21,28,34,18,19,25,24,26,30,15,39,1,0,1,0,0,1,4,1,2,2,0,0,0
BLOC1S2,turquoise,ENSG00000196072,107285096,XM_015813247.2,282991,177,106,94,121,129,113,141,134,140,165,150,151,177,184,236,151,464,225,182,211,229,168,155,134,229,160
CRACR2B,blue,ENSG00000177685,107283970,XM_015811964.1,283229,1732,3892,2528,2991,2975,3345,3118,1878,3168,2393,4332,3055,2603,384,562,585,141,280,623,635,469,358,375,227,405,224
RASSF3,brown,ENSG00000153179,107291776,XM_015820819.1,283349,915,756,674,702,793,783,783,807,591,556,857,859,1048,14,29,25,11,23,13,37,42,27,27,25,19,12
